geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0043535	regulation of blood vessel endothelial cell migration	http://amigo.geneontology.org/amigo/term/GO:0043535	88	6	0.4329773190927637	13.857538802660754	4.630250702408745e-6	0.039046904173412944	348;8829;9734;10000;22846;90627	NRP1;STARD13;VASH1;HDAC9;AKT3;APOE
GO:0043534	blood vessel endothelial cell migration	http://amigo.geneontology.org/amigo/term/GO:0043534	112	6	0.5510620424816993	10.888066202090592	1.861170641093146e-5	0.0784762600816925	348;8829;9734;10000;22846;90627	NRP1;STARD13;VASH1;HDAC9;AKT3;APOE
GO:0090049	regulation of cell migration involved in sprouting angiogenesis	http://amigo.geneontology.org/amigo/term/GO:0090049	38	4	0.18696747869914798	21.39409499358151	3.5374267455479114e-5	0.09943706581735179	8829;9734;10000;90627	NRP1;STARD13;HDAC9;AKT3
GO:0010632	regulation of epithelial cell migration	http://amigo.geneontology.org/amigo/term/GO:0010632	212	7	1.0430817232689307	6.7108835710998624	8.273050077933775e-5	0.1395161580331462	348;8829;9734;10000;22846;80005;90627	NRP1;STARD13;VASH1;HDAC9;AKT3;APOE;DOCK5
GO:0010594	regulation of endothelial cell migration	http://amigo.geneontology.org/amigo/term/GO:0010594	151	6	0.7429497179887196	8.075916653206267	9.947918059471927e-5	0.1395161580331462	348;8829;9734;10000;22846;90627	NRP1;STARD13;VASH1;HDAC9;AKT3;APOE
GO:0048008	platelet-derived growth factor receptor signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0048008	53	4	0.26077043081723267	15.339162448228256	1.326840664978013e-4	0.1395161580331462	4643;8829;56034;84159	MYO1E;NRP1;ARID5B;PDGFC
GO:0002042	cell migration involved in sprouting angiogenesis	http://amigo.geneontology.org/amigo/term/GO:0002042	54	4	0.26569062762510504	15.055103884372175	1.427650386540691e-4	0.1395161580331462	8829;9734;10000;90627	NRP1;STARD13;HDAC9;AKT3
GO:0090050	positive regulation of cell migration involved in sprouting angiogenesis	http://amigo.geneontology.org/amigo/term/GO:0090050	21	3	0.10332413296531862	29.034843205574912	1.432266167797902e-4	0.1395161580331462	8829;9734;10000	NRP1;HDAC9;AKT3
GO:0042113	B cell activation	http://amigo.geneontology.org/amigo/term/GO:0042113	233	7	1.1464058562342494	6.106039987438501	1.4889664678030545e-4	0.1395161580331462	472;678;972;975;9734;55619;57181	DOCK10;HDAC9;CD74;ATM;CD81;ZFP36L2;SLC39A10
GO:0030888	regulation of B cell proliferation	http://amigo.geneontology.org/amigo/term/GO:0030888	59	4	0.2902916116644666	13.779247622984704	2.0166062682158703e-4	0.17006040659864433	472;972;975;57181	CD74;ATM;CD81;SLC39A10
