geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0036473	cell death in response to oxidative stress	http://amigo.geneontology.org/amigo/term/GO:0036473	82	4	0.2263290531621265	17.673382820784727	7.5899813435365e-5	0.2669871566777524	4217;10533;55074;120892	ATG7;MAP3K5;OXR1;LRRK2
GO:1901214	regulation of neuron death	http://amigo.geneontology.org/amigo/term/GO:1901214	292	6	0.8059522380895237	7.444609886837402	1.4278941182088722e-4	0.2669871566777524	4217;6653;8829;10533;55074;120892	NRP1;ATG7;SORL1;MAP3K5;OXR1;LRRK2
GO:0090049	regulation of cell migration involved in sprouting angiogenesis	http://amigo.geneontology.org/amigo/term/GO:0090049	38	3	0.10488419536781472	28.602974828375284	1.5514481233869226e-4	0.2669871566777524	8829;9734;90627	NRP1;STARD13;HDAC9
GO:1901215	negative regulation of neuron death	http://amigo.geneontology.org/amigo/term/GO:1901215	196	5	0.5409816392655706	9.2424578527063	1.9810163776889933e-4	0.2669871566777524	6653;8829;10533;55074;120892	NRP1;ATG7;SORL1;OXR1;LRRK2
GO:0006627	protein processing involved in protein targeting to mitochondrion	http://amigo.geneontology.org/amigo/term/GO:0006627	8	2	0.022080883235329415	90.57608695652173	2.0649178247045263e-4	0.2669871566777524	83943;120892	IMMP2L;LRRK2
GO:1900408	negative regulation of cellular response to oxidative stress	http://amigo.geneontology.org/amigo/term/GO:1900408	44	3	0.12144485779431179	24.702569169960473	2.407616960631298e-4	0.2669871566777524	10533;55074;120892	ATG7;OXR1;LRRK2
GO:1903202	negative regulation of oxidative stress-induced cell death	http://amigo.geneontology.org/amigo/term/GO:1903202	44	3	0.12144485779431179	24.702569169960473	2.407616960631298e-4	0.2669871566777524	10533;55074;120892	ATG7;OXR1;LRRK2
GO:1902883	negative regulation of response to oxidative stress	http://amigo.geneontology.org/amigo/term/GO:1902883	46	3	0.12696507860314413	23.628544423440452	2.7489261604896065e-4	0.2669871566777524	10533;55074;120892	ATG7;OXR1;LRRK2
GO:0010632	regulation of epithelial cell migration	http://amigo.geneontology.org/amigo/term/GO:0010632	212	5	0.5851434057362295	8.544913863822805	2.8493826753228646e-4	0.2669871566777524	5793;8829;9734;80005;90627	NRP1;STARD13;PTPRG;HDAC9;DOCK5
GO:1902946	protein localization to early endosome	http://amigo.geneontology.org/amigo/term/GO:1902946	10	2	0.02760110404416177	72.46086956521738	3.3069581373434964e-4	0.27887577972217703	6653;8829	NRP1;SORL1
