ensembl_gene_id	pval	logFC	ci.hi	ci.lo	gene_biotype	gene	percentage_gene_gc_content	padj	contrast	reference	FCRO	model	variance	variance_rank
ENSG00000157483	2.17591319032759e-14	1.41697259394903	1.91724713854573	0.916698049352319	protein_coding	MYO1E	43.51	4.0928927110062e-11	diagnosisAD	CTR	473	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	3.20843142368177	262
ENSG00000099250	4.09701819616619e-13	1.11765000164917	1.61916410598445	0.616135897313883	protein_coding	NRP1	41.34	3.8532456134943e-10	diagnosisAD	CTR	545	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	2.78730139397382	303
ENSG00000167522	2.37506364382617e-12	-0.960853921760777	-0.656236372707518	-1.26547147081404	protein_coding	ANKRD11	51.19	1.48916490467901e-09	diagnosisAD	CTR	354	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	2.79659226829255	302
ENSG00000133121	3.61807862051264e-11	1.67355474483741	2.50645892004412	0.840650569630689	protein_coding	STARD13	40.86	1.70140147129607e-08	diagnosisAD	CTR	601	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	2.96417704707235	285
ENSG00000197548	9.62059854422595e-11	1.14722603321498	1.54776881235253	0.746683254077419	protein_coding	ATG7	43.27	3.6192691723378e-08	diagnosisAD	CTR	1521	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	1.07189028149917	770
ENSG00000144724	4.50765805397756e-10	0.811375498106236	1.60246567987138	0.0202853163410913	protein_coding	PTPRG	40.79	1.41315079992196e-07	diagnosisAD	CTR	1079	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	1.7368706731818	491
ENSG00000132122	5.26413043391841e-10	-1.59472455838694	-0.864304663220663	-2.32514445355321	protein_coding	SPATA6	37.04	1.41454704945722e-07	diagnosisAD	CTR	939	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	8.03308773075241	71
ENSG00000007237	4.01779100321021e-09	2.15078660495562	3.02875413602509	1.27281907388615	protein_coding	GAS7	47.97	9.446831096298e-07	diagnosisAD	CTR	941	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	2.99760834192773	280
ENSG00000003756	1.0909225578191e-08	0.340490647415651	0.509493784886424	0.171487509944878	protein_coding	RBM5	44.45	2.0307640053366e-06	diagnosisAD	CTR	828	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	0.60637006638059	1173
ENSG00000074590	1.01606269190677e-08	0.636636604561365	0.922888197633523	0.350385011489206	protein_coding	NUAK1	45.97	2.0307640053366e-06	diagnosisAD	CTR	1239	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	1.50347351009295	559
ENSG00000131171	1.22003805769946e-08	-0.542447438614904	-0.227163981858701	-0.857730895371106	protein_coding	SH3BGRL	37.47	2.0307640053366e-06	diagnosisAD	CTR	2	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	6.46253632552233	97
ENSG00000173230	1.29554322509512e-08	-0.468852141044699	-0.274051527515306	-0.663652754574093	protein_coding	GOLGB1	38.07	2.0307640053366e-06	diagnosisAD	CTR	984	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	1.18444538971781	703
ENSG00000070882	2.00917027850914e-08	0.856076980687104	1.19877531805124	0.513378643322966	protein_coding	OSBPL3	40.72	2.90711484144285e-06	diagnosisAD	CTR	1214	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	1.39259948674172	609
ENSG00000168675	2.46634527058049e-08	-1.45423456306709	-0.874312047830273	-2.0341570783039	protein_coding	LDLRAD4	46.44	3.31371103854421e-06	diagnosisAD	CTR	648	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	8.86341180534098	54
ENSG00000171643	2.94890362870164e-08	-0.507546845446003	-0.28803927619174	-0.727054414700266	protein_coding	S100Z	43.71	3.69792515039185e-06	diagnosisAD	CTR	1544	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	1.04420050975064	794
ENSG00000067066	7.62931472135664e-08	-0.871784262529193	-0.523415939654494	-1.22015258540389	protein_coding	SP100	39.21	8.9692131192949e-06	diagnosisAD	CTR	1304	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	3.30275220373091	251
ENSG00000250903	8.80068408728082e-08	-0.452498048288862	-0.274042482895055	-0.630953613682669	lncRNA	GMDS-DT	42.29	9.7376980989266e-06	diagnosisAD	CTR	317	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	1.61125291831647	515
ENSG00000033627	1.25042836309665e-07	0.582096234739537	0.834832124963935	0.32936034451514	protein_coding	ATP6V0A1	45.47	1.306697639436e-05	diagnosisAD	CTR	1479	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	0.827928609113793	944
ENSG00000020577	1.76633224382756e-07	0.750303257031599	1.14467137934735	0.355935134715853	protein_coding	SAMD4A	43.1	1.58212902411412e-05	diagnosisAD	CTR	527	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	0.798864690378032	966
ENSG00000157657	1.76396547134576e-07	0.260087714066247	0.388239054115061	0.131936374017434	protein_coding	ZNF618	45.61	1.58212902411412e-05	diagnosisAD	CTR	1847	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	0.764820775459096	1000
ENSG00000178950	1.71176563776374e-07	-0.168562462690738	-0.0822252773104716	-0.254899648071005	protein_coding	GAK	56.5	1.58212902411412e-05	diagnosisAD	CTR	448	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	1.21403830484351	694
ENSG00000138668	2.88374021031008e-07	0.345587363340162	0.515934349478289	0.175240377202035	protein_coding	HNRNPD	38.75	2.46559787981512e-05	diagnosisAD	CTR	892	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	0.195937050744555	1787
ENSG00000096968	3.26651369066125e-07	-0.286106938856872	-0.038287939158146	-0.533925938555597	protein_coding	JAK2	37.67	2.6714401096234e-05	diagnosisAD	CTR	1434	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	3.32043888798649	248
ENSG00000139687	3.45176229893546e-07	-0.841189088538918	-0.492400857463066	-1.18997731961477	protein_coding	RB1	38.5	2.70531870179066e-05	diagnosisAD	CTR	1538	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	3.32611166577579	246
