ensembl_gene_id	pval	logFC	ci.hi	ci.lo	gene_biotype	gene	percentage_gene_gc_content	padj	contrast	reference	FCRO	model	variance	variance_rank
ENSG00000120071	4.96905744912468e-14	-0.62844657099655	-0.212166934253388	-1.04472620773971	protein_coding	KANSL1	40.92	1.88873873641229e-10	diagnosisAD	CTR	394	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	8.4137202537107	449
ENSG00000167522	7.04951748948418e-12	-1.04932923764918	-0.638186224933608	-1.46047225036476	protein_coding	ANKRD11	51.19	8.93173865917646e-09	diagnosisAD	CTR	2185	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	4.3949163453389	1101
ENSG00000197157	6.74795671863694e-12	-1.08928008296713	-0.701218501501207	-1.47734166443306	protein_coding	SND1	42.44	8.93173865917646e-09	diagnosisAD	CTR	3187	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	8.20735483112368	467
ENSG00000070882	3.03300452437633e-11	1.40938414903679	1.86033992419897	0.958428373874609	protein_coding	OSBPL3	40.72	2.8821125492886e-08	diagnosisAD	CTR	504	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	7.34652418449465	556
ENSG00000162924	6.67071688753541e-11	-0.74028209614373	-0.394940307237404	-1.08562388505006	protein_coding	REL	37.61	4.22589914825368e-08	diagnosisAD	CTR	3063	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	3.77358187673724	1333
ENSG00000176124	6.26195597976439e-11	1.69701648720859	2.8819662032387	0.512066771178474	lncRNA	DLEU1	39.63	4.22589914825368e-08	diagnosisAD	CTR	2405	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	82.2026113184662	2
ENSG00000125844	2.35278332318816e-10	-0.470260637719699	-0.238396194235935	-0.702125081203464	protein_coding	RRBP1	52.51	1.27756134449117e-07	diagnosisAD	CTR	765	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	3.24392852352043	1573
ENSG00000150347	5.30661058368147e-10	0.804976241960883	1.24004413660937	0.3699083473124	protein_coding	ARID5B	40.32	2.52130335357166e-07	diagnosisAD	CTR	1615	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	1.67010305841395	2643
ENSG00000068024	6.13023232214918e-10	-1.10928323708249	-0.565931231982282	-1.65263524218269	protein_coding	HDAC4	51.33	2.589001450721e-07	diagnosisAD	CTR	3518	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	4.34890118053714	1118
ENSG00000132334	7.71137724066816e-10	-0.940387665806613	-0.442912508794711	-1.43786282281851	protein_coding	PTPRE	47.89	2.93109448917797e-07	diagnosisAD	CTR	91	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	3.50304440699989	1446
ENSG00000129657	1.19377758574531e-09	-0.796559868857452	-0.455628387215722	-1.13749135049918	protein_coding	SEC14L1	46.7	4.12504418492538e-07	diagnosisAD	CTR	1640	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	6.05878106064383	718
ENSG00000145819	2.28494572489886e-09	-1.71274809489683	-0.625262194437024	-2.80023399535663	protein_coding	ARHGAP26	42.17	7.23756558361714e-07	diagnosisAD	CTR	582	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	11.2008687861542	267
ENSG00000144724	2.58946009933237e-09	0.463991238468993	1.0259692095615	-0.0979867326235142	protein_coding	PTPRG	40.79	7.57118295197104e-07	diagnosisAD	CTR	1805	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	1.92939586219943	2427
ENSG00000157933	3.44627063989566e-09	-0.310014176833466	-0.0492643378589526	-0.57076401580798	protein_coding	SKI	57.61	9.35662478731671e-07	diagnosisAD	CTR	419	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	2.94817406522271	1724
ENSG00000067066	3.86162931644531e-09	-0.751565877249954	-0.270054057922741	-1.23307769657717	protein_coding	SP100	39.21	9.78536868787241e-07	diagnosisAD	CTR	252	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	6.25722438775785	691
ENSG00000102595	4.8747467314944e-09	-0.65730170392815	-0.318025640628777	-0.996577767227523	protein_coding	UGGT2	37.01	1.0899360192006e-06	diagnosisAD	CTR	1884	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	3.90884754872728	1271
ENSG00000137462	4.58824884051023e-09	-1.37589968113717	-0.761722928436094	-1.99007643383825	protein_coding	TLR2	38.89	1.0899360192006e-06	diagnosisAD	CTR	3367	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	12.3252453103439	234
ENSG00000125089	1.89994488369621e-08	-0.717411883068831	-0.392355050789232	-1.04246871534843	protein_coding	SH3TC1	57.48	4.01205027940517e-06	diagnosisAD	CTR	2494	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	6.26679734731852	690
ENSG00000114796	2.78430285827817e-08	0.651487673352486	1.01086017596732	0.292115170737651	protein_coding	KLHL24	38.98	5.35041143907928e-06	diagnosisAD	CTR	1035	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	3.40099822031207	1498
ENSG00000116991	2.81526516131506e-08	-0.843706622591394	-0.271030976657567	-1.41638226852522	protein_coding	SIPA1L2	41.11	5.35041143907928e-06	diagnosisAD	CTR	2572	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	6.08018221870645	713
ENSG00000099250	3.46232507110698e-08	1.80742137397351	2.53206286734236	1.08277988060465	protein_coding	NRP1	41.34	6.26680837870364e-06	diagnosisAD	CTR	2097	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	5.52915156054039	827
ENSG00000203907	5.32469987574252e-08	2.57666837805044	4.42538350520954	0.727953250891342	protein_coding	OOEP	45.33	9.19962919440787e-06	diagnosisAD	CTR	70	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	24.0485488947385	85
ENSG00000055130	6.96892504543814e-08	-0.299348857959069	0.0614418071772823	-0.66013952309542	protein_coding	CUL1	41.21	1.05955536390841e-05	diagnosisAD	CTR	3232	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	5.45849404248119	838
ENSG00000136404	6.79079010570249e-08	0.804642587942944	1.20904572395391	0.400239451931973	protein_coding	TM6SF1	43.49	1.05955536390841e-05	diagnosisAD	CTR	1453	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	4.77035117339584	1002
ENSG00000187098	6.41803390791949e-08	1.19390765278507	1.69027730920581	0.697537996364334	protein_coding	MITF	38.57	1.05955536390841e-05	diagnosisAD	CTR	2145	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	6.28654727111491	687
ENSG00000030582	7.28331104093506e-08	1.2653081104505	2.00401869451983	0.526597526381168	protein_coding	GRN	57.73	1.06476404871516e-05	diagnosisAD	CTR	654	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	12.6484898565479	226
ENSG00000168461	1.13430642499584e-07	-0.885419337451332	-0.501193855606767	-1.2696448192959	protein_coding	RAB31	43.6	1.53982097193185e-05	diagnosisAD	CTR	2563	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	11.7595983174632	258
ENSG00000197958	1.11455633393339e-07	1.76423032790281	2.52244934431077	1.00601131149486	protein_coding	RPL12	51.25	1.53982097193185e-05	diagnosisAD	CTR	864	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	12.7456099084635	222
ENSG00000110422	1.24869093624146e-07	-0.251645143226751	0.123848639235178	-0.62713892568868	protein_coding	HIPK3	38.83	1.63664629263924e-05	diagnosisAD	CTR	1175	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	3.27519201040608	1559
