ensembl_gene_id	pval	logFC	ci.hi	ci.lo	gene_biotype	gene	percentage_gene_gc_content	padj	contrast	reference	FCRO	model	variance	variance_rank
ENSG00000172667	2.93140237357775e-11	2.16737453697589	3.64355964772696	0.691189426224829	protein_coding	ZMAT3	39.67	1.21682512527212e-07	diagnosisAD	CTR	1418	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	4.98466097208097	1296
ENSG00000231131	3.30309240574717e-09	1.13593389806752	2.13005206770363	0.141815728431398	lncRNA	LNCAROD	36.77	6.85556828812825e-06	diagnosisAD	CTR	1088	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	71.9430575577687	4
ENSG00000154310	2.39329423255628e-08	-1.09851570209248	-0.115825967072974	-2.08120543711198	protein_coding	TNIK	39.52	3.31152145311371e-05	diagnosisAD	CTR	891	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	13.4248742639409	452
ENSG00000176124	3.90059545073474e-08	1.39632327509955	1.95868544027942	0.833961109919681	lncRNA	DLEU1	39.63	4.04784292899998e-05	diagnosisAD	CTR	1274	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	79.7574609766669	3
ENSG00000104763	7.73014642747067e-08	2.64618306026296	3.902353855454	1.39001226507192	protein_coding	ASAH1	40.73	5.44761406431698e-05	diagnosisAD	CTR	2836	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	2.77716574910136	2037
ENSG00000170677	7.87417113608814e-08	2.02604322901133	3.27815501037873	0.773931447643926	protein_coding	SOCS6	39.07	5.44761406431698e-05	diagnosisAD	CTR	1504	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	12.9371432945257	470
ENSG00000106034	1.54429595467899e-07	1.52207488379101	2.96944364110274	0.0747061264792774	protein_coding	CPED1	36.6	9.1576750112464e-05	diagnosisAD	CTR	582	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	28.1457347887478	118
ENSG00000156299	6.72501089573937e-07	1.88355827063071	2.84235145611766	0.924765085143757	protein_coding	TIAM1	43.86	0.000348944002852677	diagnosisAD	CTR	172	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	2.913832726582	1958
ENSG00000119900	1.05376498371003e-06	0.75795697245632	1.7329912610901	-0.217077316177458	protein_coding	OGFRL1	36.15	0.000486019827486705	diagnosisAD	CTR	1279	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	6.80766405150016	977
ENSG00000048052	1.36543515015491e-06	2.06404205069583	3.61975483765628	0.508329263735376	protein_coding	HDAC9	36.13	0.000557332100323232	diagnosisAD	CTR	3918	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	22.7437829633342	178
ENSG00000109339	1.47690992617575e-06	-0.750356529408285	-0.0596376534971197	-1.44107540531945	protein_coding	MAPK10	37.37	0.000557332100323232	diagnosisAD	CTR	283	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	10.6952036679393	590
ENSG00000134769	1.73148311616483e-06	-1.04996787948236	-0.0905412013097959	-2.00939455765492	protein_coding	DTNA	37.99	0.000598948867933352	diagnosisAD	CTR	835	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	26.8298250058502	133
