geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0099504	synaptic vesicle cycle	http://amigo.geneontology.org/amigo/term/GO:0099504	193	6	0.4632185287411496	12.952849740932644	6.172055460940129e-6	0.023173555101211996	488;4983;5533;5579;6455;8573	PRKCB;PPP3CC;SH3GL1;OPHN1;ATP2A2;CASK
GO:0098693	regulation of synaptic vesicle cycle	http://amigo.geneontology.org/amigo/term/GO:0098693	113	5	0.27121084843393733	18.435840707964605	7.138224861424902e-6	0.023173555101211996	488;5533;5579;6455;8573	PRKCB;PPP3CC;SH3GL1;ATP2A2;CASK
GO:0099003	vesicle-mediated transport in synapse	http://amigo.geneontology.org/amigo/term/GO:0099003	203	6	0.4872194887795511	12.314778325123154	8.243882995806473e-6	0.023173555101211996	488;4983;5533;5579;6455;8573	PRKCB;PPP3CC;SH3GL1;OPHN1;ATP2A2;CASK
GO:0051894	positive regulation of focal adhesion assembly	http://amigo.geneontology.org/amigo/term/GO:0051894	25	3	0.060002400096003834	49.998000000000005	2.839917722563534e-5	0.05289704848114611	5795;8826;8829	NRP1;PTPRJ;IQGAP1
GO:0030100	regulation of endocytosis	http://amigo.geneontology.org/amigo/term/GO:0030100	257	6	0.6168246729869195	9.727237354085604	3.1363126100525385e-5	0.05289704848114611	4983;5468;5533;5795;6455;9765	PPP3CC;PTPRJ;SH3GL1;OPHN1;ZFYVE16;PPARG
GO:1903393	positive regulation of adherens junction organization	http://amigo.geneontology.org/amigo/term/GO:1903393	31	3	0.07440297611904476	40.32096774193549	5.495045040893043e-5	0.07723285804975172	5795;8826;8829	NRP1;PTPRJ;IQGAP1
GO:1901890	positive regulation of cell junction assembly	http://amigo.geneontology.org/amigo/term/GO:1901890	33	3	0.07920316812672507	37.87727272727273	6.647691304584313e-5	0.0800856868165136	5795;8826;8829	NRP1;PTPRJ;IQGAP1
GO:0071455	cellular response to hyperoxia	http://amigo.geneontology.org/amigo/term/GO:0071455	7	2	0.016800672026881073	119.04285714285716	1.1705891144853098e-4	0.10968420002727353	5468;10533	ATG7;PPARG
GO:1900244	positive regulation of synaptic vesicle endocytosis	http://amigo.geneontology.org/amigo/term/GO:1900244	7	2	0.016800672026881073	119.04285714285716	1.1705891144853098e-4	0.10968420002727353	5533;6455	PPP3CC;SH3GL1
GO:0032869	cellular response to insulin stimulus	http://amigo.geneontology.org/amigo/term/GO:0032869	209	5	0.501620064802592	9.967703349282298	1.3611670835178558e-4	0.11236705628178728	5290;5468;5579;9734;64397	PRKCB;PIK3CA;HDAC9;ZNF106;PPARG
